-1.29823e-18 2.55477e+15
-1.28518e-18 0
-1.27213e-18 0
-1.25908e-18 0
-1.24604e-18 0
-1.23299e-18 0
-1.21994e-18 0
-1.20689e-18 0
-1.19385e-18 0
-1.1808e-18 0
-1.16775e-18 0
-1.1547e-18 0
-1.14166e-18 0
-1.12861e-18 0
-1.11556e-18 0
-1.10251e-18 0
-1.08947e-18 0
-1.07642e-18 0
-1.06337e-18 0
-1.05032e-18 0
-1.03728e-18 0
-1.02423e-18 0
-1.01118e-18 0
-9.98133e-19 0
-9.85086e-19 0
-9.72038e-19 0
-9.58991e-19 0
-9.45943e-19 0
-9.32896e-19 0
-9.19848e-19 0
-9.06801e-19 0
-8.93753e-19 0
-8.80706e-19 0
-8.67658e-19 0
-8.54611e-19 0
-8.41563e-19 0
-8.28516e-19 0
-8.15468e-19 0
-8.02421e-19 0
-7.89373e-19 0
-7.76326e-19 0
-7.63278e-19 0
-7.50231e-19 0
-7.37183e-19 0
-7.24136e-19 0
-7.11088e-19 0
-6.98041e-19 0
-6.84993e-19 0
-6.71946e-19 0
-6.58898e-19 0
-6.45851e-19 0
-6.32803e-19 0
-6.19756e-19 0
-6.06708e-19 0
-5.93661e-19 0
-5.80613e-19 0
-5.67566e-19 0
-5.54518e-19 0
-5.41471e-19 0
-5.28423e-19 0
-5.15376e-19 0
-5.02328e-19 0
-4.89281e-19 0
-4.76233e-19 0
-4.63186e-19 0
-4.50138e-19 0
-4.37091e-19 0
-4.24043e-19 0
-4.10996e-19 0
-3.97948e-19 0
-3.84901e-19 0
-3.71854e-19 0
-3.58806e-19 0
-3.45759e-19 0
-3.32711e-19 0
-3.19664e-19 0
-3.06616e-19 0
-2.93569e-19 0
-2.80521e-19 0
-2.67474e-19 0
-2.54426e-19 0
-2.41379e-19 0
-2.28331e-19 0
-2.15284e-19 0
-2.02236e-19 0
-1.89189e-19 0
-1.76141e-19 0
-1.63094e-19 0
-1.50046e-19 0
-1.36999e-19 0
-1.23951e-19 0
-1.10904e-19 0
-9.78562e-20 0
-8.48087e-20 0
-7.17612e-20 2.55477e+15
-5.87137e-20 0
-4.56662e-20 0
-3.26187e-20 0
-1.95712e-20 0
-6.52373e-21 7.6638e+19
