# step, temp, etotal, ke, tpot, evdw, ebond
48580 23518654130.763447 35277981196.14517 35277981196.14517 -2.341619728642083e-50 0.0 -2.341619728642083e-50
48590 23518654130.763447 35277981196.14517 35277981196.14517 -2.3387296729698675e-50 0.0 -2.3387296729698675e-50
48600 23518654130.763447 35277981196.14517 35277981196.14517 -2.335843777874086e-50 0.0 -2.335843777874086e-50
48610 23518654130.763447 35277981196.14517 35277981196.14517 -2.332962036510843e-50 0.0 -2.332962036510843e-50
48620 23518654130.763447 35277981196.14517 35277981196.14517 -2.3300844420489077e-50 0.0 -2.3300844420489077e-50
48630 23518654130.763447 35277981196.14517 35277981196.14517 -2.3272109876696787e-50 0.0 -2.3272109876696787e-50
48640 23518654130.763447 35277981196.14517 35277981196.14517 -2.324341666567171e-50 0.0 -2.324341666567171e-50
48650 23518654130.763447 35277981196.14517 35277981196.14517 -2.321476471947979e-50 0.0 -2.321476471947979e-50
48660 23518654130.763447 35277981196.14517 35277981196.14517 -2.3186153970312654e-50 0.0 -2.3186153970312654e-50
48670 23518654130.763447 35277981196.14517 35277981196.14517 -2.3157584350487077e-50 0.0 -2.3157584350487077e-50
48680 23518654130.763447 35277981196.14517 35277981196.14517 -2.312905579244514e-50 0.0 -2.312905579244514e-50
48690 23518654130.763447 35277981196.14517 35277981196.14517 -2.310056822875355e-50 0.0 -2.310056822875355e-50
48700 23518654130.763447 35277981196.14517 35277981196.14517 -2.3072121592103644e-50 0.0 -2.3072121592103644e-50
48710 23518654130.763447 35277981196.14517 35277981196.14517 -2.3043715815311046e-50 0.0 -2.3043715815311046e-50
48720 23518654130.763447 35277981196.14517 35277981196.14517 -2.30153508313155e-50 0.0 -2.30153508313155e-50
48730 23518654130.763447 35277981196.14517 35277981196.14517 -2.2987026573180415e-50 0.0 -2.2987026573180415e-50
48740 23518654130.763447 35277981196.14517 35277981196.14517 -2.2958742974092833e-50 0.0 -2.2958742974092833e-50
48750 23518654130.763447 35277981196.14517 35277981196.14517 -2.293049996736306e-50 0.0 -2.293049996736306e-50
48760 23518654130.763447 35277981196.14517 35277981196.14517 -2.290229748642445e-50 0.0 -2.290229748642445e-50
48770 23518654130.763447 35277981196.14517 35277981196.14517 -2.287413546483307e-50 0.0 -2.287413546483307e-50
48780 23518654130.763447 35277981196.14517 35277981196.14517 -2.284601383626762e-50 0.0 -2.284601383626762e-50
48790 23518654130.763447 35277981196.14517 35277981196.14517 -2.281793253452898e-50 0.0 -2.281793253452898e-50
48800 23518654130.763447 35277981196.14517 35277981196.14517 -2.2789891493540153e-50 0.0 -2.2789891493540153e-50
48810 23518654130.763447 35277981196.14517 35277981196.14517 -2.2761890647345863e-50 0.0 -2.2761890647345863e-50
48820 23518654130.763447 35277981196.14517 35277981196.14517 -2.273392993011232e-50 0.0 -2.273392993011232e-50
48830 23518654130.763447 35277981196.14517 35277981196.14517 -2.2706009276127127e-50 0.0 -2.2706009276127127e-50
48840 23518654130.763447 35277981196.14517 35277981196.14517 -2.2678128619798843e-50 0.0 -2.2678128619798843e-50
48850 23518654130.763447 35277981196.14517 35277981196.14517 -2.2650287895656835e-50 0.0 -2.2650287895656835e-50
48860 23518654130.763447 35277981196.14517 35277981196.14517 -2.2622487038350967e-50 0.0 -2.2622487038350967e-50
48870 23518654130.763447 35277981196.14517 35277981196.14517 -2.259472598265144e-50 0.0 -2.259472598265144e-50
48880 23518654130.763447 35277981196.14517 35277981196.14517 -2.2567004663448546e-50 0.0 -2.2567004663448546e-50
48890 23518654130.763447 35277981196.14517 35277981196.14517 -2.2539323015752227e-50 0.0 -2.2539323015752227e-50
48900 23518654130.763447 35277981196.14517 35277981196.14517 -2.251168097469214e-50 0.0 -2.251168097469214e-50
48910 23518654130.763447 35277981196.14517 35277981196.14517 -2.248407847551716e-50 0.0 -2.248407847551716e-50
48920 23518654130.763447 35277981196.14517 35277981196.14517 -2.245651545359522e-50 0.0 -2.245651545359522e-50
48930 23518654130.763447 35277981196.14517 35277981196.14517 -2.242899184441319e-50 0.0 -2.242899184441319e-50
48940 23518654130.763447 35277981196.14517 35277981196.14517 -2.2401507583576347e-50 0.0 -2.2401507583576347e-50
48950 23518654130.763447 35277981196.14517 35277981196.14517 -2.2374062606808446e-50 0.0 -2.2374062606808446e-50
48960 23518654130.763447 35277981196.14517 35277981196.14517 -2.2346656849951303e-50 0.0 -2.2346656849951303e-50
48970 23518654130.763447 35277981196.14517 35277981196.14517 -2.231929024896455e-50 0.0 -2.231929024896455e-50
48980 23518654130.763447 35277981196.14517 35277981196.14517 -2.22919627399255e-50 0.0 -2.22919627399255e-50
48990 23518654130.763447 35277981196.14517 35277981196.14517 -2.226467425902875e-50 0.0 -2.226467425902875e-50
49000 23518654130.763447 35277981196.14517 35277981196.14517 -2.2237424742586137e-50 0.0 -2.2237424742586137e-50
49010 23518654130.763447 35277981196.14517 35277981196.14517 -2.2210214127026324e-50 0.0 -2.2210214127026324e-50
49020 23518654130.763447 35277981196.14517 35277981196.14517 -2.2183042348894647e-50 0.0 -2.2183042348894647e-50
49030 23518654130.763447 35277981196.14517 35277981196.14517 -2.2155909344852877e-50 0.0 -2.2155909344852877e-50
49040 23518654130.763447 35277981196.14517 35277981196.14517 -2.2128815051679026e-50 0.0 -2.2128815051679026e-50
49050 23518654130.763447 35277981196.14517 35277981196.14517 -2.2101759406266885e-50 0.0 -2.2101759406266885e-50
49060 23518654130.763447 35277981196.14517 35277981196.14517 -2.2074742345626114e-50 0.0 -2.2074742345626114e-50
49070 23518654130.763447 35277981196.14517 35277981196.14517 -2.2047763806881787e-50 0.0 -2.2047763806881787e-50
49080 23518654130.763447 35277981196.14517 35277981196.14517 -2.202082372727424e-50 0.0 -2.202082372727424e-50
49090 23518654130.763447 35277981196.14517 35277981196.14517 -2.199392204415879e-50 0.0 -2.199392204415879e-50
49100 23518654130.763447 35277981196.14517 35277981196.14517 -2.1967058695005534e-50 0.0 -2.1967058695005534e-50
49110 23518654130.763447 35277981196.14517 35277981196.14517 -2.1940233617399095e-50 0.0 -2.1940233617399095e-50
49120 23518654130.763447 35277981196.14517 35277981196.14517 -2.1913446749038445e-50 0.0 -2.1913446749038445e-50
49130 23518654130.763447 35277981196.14517 35277981196.14517 -2.1886698027736575e-50 0.0 -2.1886698027736575e-50
49140 23518654130.763447 35277981196.14517 35277981196.14517 -2.1859987391420345e-50 0.0 -2.1859987391420345e-50
49150 23518654130.763447 35277981196.14517 35277981196.14517 -2.1833314778130214e-50 0.0 -2.1833314778130214e-50
49160 23518654130.763447 35277981196.14517 35277981196.14517 -2.1806680126019994e-50 0.0 -2.1806680126019994e-50
49170 23518654130.763447 35277981196.14517 35277981196.14517 -2.1780083373356727e-50 0.0 -2.1780083373356727e-50
49180 23518654130.763447 35277981196.14517 35277981196.14517 -2.1753524458520254e-50 0.0 -2.1753524458520254e-50
49190 23518654130.763447 35277981196.14517 35277981196.14517 -2.172700332000322e-50 0.0 -2.172700332000322e-50
49200 23518654130.763447 35277981196.14517 35277981196.14517 -2.170051989641061e-50 0.0 -2.170051989641061e-50
49210 23518654130.763447 35277981196.14517 35277981196.14517 -2.167407412645977e-50 0.0 -2.167407412645977e-50
49220 23518654130.763447 35277981196.14517 35277981196.14517 -2.1647665948979933e-50 0.0 -2.1647665948979933e-50
49230 23518654130.763447 35277981196.14517 35277981196.14517 -2.162129530291218e-50 0.0 -2.162129530291218e-50
49240 23518654130.763447 35277981196.14517 35277981196.14517 -2.159496212730911e-50 0.0 -2.159496212730911e-50
49250 23518654130.763447 35277981196.14517 35277981196.14517 -2.1568666361334657e-50 0.0 -2.1568666361334657e-50
49260 23518654130.763447 35277981196.14517 35277981196.14517 -2.1542407944263803e-50 0.0 -2.1542407944263803e-50
49270 23518654130.763447 35277981196.14517 35277981196.14517 -2.1516186815482527e-50 0.0 -2.1516186815482527e-50
49280 23518654130.763447 35277981196.14517 35277981196.14517 -2.149000291448724e-50 0.0 -2.149000291448724e-50
49290 23518654130.763447 35277981196.14517 35277981196.14517 -2.1463856180885037e-50 0.0 -2.1463856180885037e-50
49300 23518654130.763447 35277981196.14517 35277981196.14517 -2.1437746554392958e-50 0.0 -2.1437746554392958e-50
49310 23518654130.763447 35277981196.14517 35277981196.14517 -2.1411673974838236e-50 0.0 -2.1411673974838236e-50
49320 23518654130.763447 35277981196.14517 35277981196.14517 -2.1385638382157604e-50 0.0 -2.1385638382157604e-50
49330 23518654130.763447 35277981196.14517 35277981196.14517 -2.135963971639767e-50 0.0 -2.135963971639767e-50
49340 23518654130.763447 35277981196.14517 35277981196.14517 -2.1333677917713986e-50 0.0 -2.1333677917713986e-50
49350 23518654130.763447 35277981196.14517 35277981196.14517 -2.1307752926371478e-50 0.0 -2.1307752926371478e-50
49360 23518654130.763447 35277981196.14517 35277981196.14517 -2.1281864682743683e-50 0.0 -2.1281864682743683e-50
49370 23518654130.763447 35277981196.14517 35277981196.14517 -2.1256013127313047e-50 0.0 -2.1256013127313047e-50
49380 23518654130.763447 35277981196.14517 35277981196.14517 -2.123019820067017e-50 0.0 -2.123019820067017e-50
49390 23518654130.763447 35277981196.14517 35277981196.14517 -2.1204419843514118e-50 0.0 -2.1204419843514118e-50
49400 23518654130.763447 35277981196.14517 35277981196.14517 -2.1178677996651717e-50 0.0 -2.1178677996651717e-50
49410 23518654130.763447 35277981196.14517 35277981196.14517 -2.1152972600997728e-50 0.0 -2.1152972600997728e-50
49420 23518654130.763447 35277981196.14517 35277981196.14517 -2.1127303597574352e-50 0.0 -2.1127303597574352e-50
49430 23518654130.763447 35277981196.14517 35277981196.14517 -2.1101670927511222e-50 0.0 -2.1101670927511222e-50
49440 23518654130.763447 35277981196.14517 35277981196.14517 -2.107607453204493e-50 0.0 -2.107607453204493e-50
49450 23518654130.763447 35277981196.14517 35277981196.14517 -2.1050514352519153e-50 0.0 -2.1050514352519153e-50
49460 23518654130.763447 35277981196.14517 35277981196.14517 -2.102499033038414e-50 0.0 -2.102499033038414e-50
49470 23518654130.763447 35277981196.14517 35277981196.14517 -2.0999502407196594e-50 0.0 -2.0999502407196594e-50
49480 23518654130.763447 35277981196.14517 35277981196.14517 -2.0974050524619517e-50 0.0 -2.0974050524619517e-50
49490 23518654130.763447 35277981196.14517 35277981196.14517 -2.0948634624422009e-50 0.0 -2.0948634624422009e-50
49500 23518654130.763447 35277981196.14517 35277981196.14517 -2.0923254648478806e-50 0.0 -2.0923254648478806e-50
49510 23518654130.763447 35277981196.14517 35277981196.14517 -2.0897910538770462e-50 0.0 -2.0897910538770462e-50
49520 23518654130.763447 35277981196.14517 35277981196.14517 -2.0872602237382753e-50 0.0 -2.0872602237382753e-50
49530 23518654130.763447 35277981196.14517 35277981196.14517 -2.0847329686506788e-50 0.0 -2.0847329686506788e-50
49540 23518654130.763447 35277981196.14517 35277981196.14517 -2.0822092828438508e-50 0.0 -2.0822092828438508e-50
49550 23518654130.763447 35277981196.14517 35277981196.14517 -2.079689160557878e-50 0.0 -2.079689160557878e-50
49560 23518654130.763447 35277981196.14517 35277981196.14517 -2.077172596043282e-50 0.0 -2.077172596043282e-50
49570 23518654130.763447 35277981196.14517 35277981196.14517 -2.0746595835610368e-50 0.0 -2.0746595835610368e-50
49580 23518654130.763447 35277981196.14517 35277981196.14517 -2.0721501173825154e-50 0.0 -2.0721501173825154e-50
49590 23518654130.763447 35277981196.14517 35277981196.14517 -2.0696441917894888e-50 0.0 -2.0696441917894888e-50
49600 23518654130.763447 35277981196.14517 35277981196.14517 -2.0671418010741015e-50 0.0 -2.0671418010741015e-50
49610 23518654130.763447 35277981196.14517 35277981196.14517 -2.064642939538841e-50 0.0 -2.064642939538841e-50
49620 23518654130.763447 35277981196.14517 35277981196.14517 -2.0621476014965262e-50 0.0 -2.0621476014965262e-50
49630 23518654130.763447 35277981196.14517 35277981196.14517 -2.0596557812702904e-50 0.0 -2.0596557812702904e-50
49640 23518654130.763447 35277981196.14517 35277981196.14517 -2.057167473193543e-50 0.0 -2.057167473193543e-50
49650 23518654130.763447 35277981196.14517 35277981196.14517 -2.0546826716099722e-50 0.0 -2.0546826716099722e-50
49660 23518654130.763447 35277981196.14517 35277981196.14517 -2.0522013708735014e-50 0.0 -2.0522013708735014e-50
49670 23518654130.763447 35277981196.14517 35277981196.14517 -2.0497235653482904e-50 0.0 -2.0497235653482904e-50
49680 23518654130.763447 35277981196.14517 35277981196.14517 -2.047249249408692e-50 0.0 -2.047249249408692e-50
49690 23518654130.763447 35277981196.14517 35277981196.14517 -2.0447784174392576e-50 0.0 -2.0447784174392576e-50
49700 23518654130.763447 35277981196.14517 35277981196.14517 -2.0423110638346825e-50 0.0 -2.0423110638346825e-50
49710 23518654130.763447 35277981196.14517 35277981196.14517 -2.0398471829998324e-50 0.0 -2.0398471829998324e-50
49720 23518654130.763447 35277981196.14517 35277981196.14517 -2.037386769349667e-50 0.0 -2.037386769349667e-50
49730 23518654130.763447 35277981196.14517 35277981196.14517 -2.0349298173092728e-50 0.0 -2.0349298173092728e-50
49740 23518654130.763447 35277981196.14517 35277981196.14517 -2.0324763213138044e-50 0.0 -2.0324763213138044e-50
49750 23518654130.763447 35277981196.14517 35277981196.14517 -2.030026275808489e-50 0.0 -2.030026275808489e-50
49760 23518654130.763447 35277981196.14517 35277981196.14517 -2.0275796752485798e-50 0.0 -2.0275796752485798e-50
49770 23518654130.763447 35277981196.14517 35277981196.14517 -2.025136514099371e-50 0.0 -2.025136514099371e-50
49780 23518654130.763447 35277981196.14517 35277981196.14517 -2.0226967868361448e-50 0.0 -2.0226967868361448e-50
49790 23518654130.763447 35277981196.14517 35277981196.14517 -2.020260487944172e-50 0.0 -2.020260487944172e-50
49800 23518654130.763447 35277981196.14517 35277981196.14517 -2.017827611918677e-50 0.0 -2.017827611918677e-50
49810 23518654130.763447 35277981196.14517 35277981196.14517 -2.015398153264843e-50 0.0 -2.015398153264843e-50
49820 23518654130.763447 35277981196.14517 35277981196.14517 -2.012972106497753e-50 0.0 -2.012972106497753e-50
49830 23518654130.763447 35277981196.14517 35277981196.14517 -2.0105494661424067e-50 0.0 -2.0105494661424067e-50
49840 23518654130.763447 35277981196.14517 35277981196.14517 -2.008130226733676e-50 0.0 -2.008130226733676e-50
49850 23518654130.763447 35277981196.14517 35277981196.14517 -2.0057143828163076e-50 0.0 -2.0057143828163076e-50
49860 23518654130.763447 35277981196.14517 35277981196.14517 -2.0033019289448757e-50 0.0 -2.0033019289448757e-50
49870 23518654130.763447 35277981196.14517 35277981196.14517 -2.0008928596837885e-50 0.0 -2.0008928596837885e-50
49880 23518654130.763447 35277981196.14517 35277981196.14517 -1.9984871696072512e-50 0.0 -1.9984871696072512e-50
49890 23518654130.763447 35277981196.14517 35277981196.14517 -1.9960848532992533e-50 0.0 -1.9960848532992533e-50
49900 23518654130.763447 35277981196.14517 35277981196.14517 -1.9936859053535469e-50 0.0 -1.9936859053535469e-50
49910 23518654130.763447 35277981196.14517 35277981196.14517 -1.9912903203736373e-50 0.0 -1.9912903203736373e-50
49920 23518654130.763447 35277981196.14517 35277981196.14517 -1.9888980929727365e-50 0.0 -1.9888980929727365e-50
49930 23518654130.763447 35277981196.14517 35277981196.14517 -1.9865092177737818e-50 0.0 -1.9865092177737818e-50
49940 23518654130.763447 35277981196.14517 35277981196.14517 -1.9841236894093767e-50 0.0 -1.9841236894093767e-50
49950 23518654130.763447 35277981196.14517 35277981196.14517 -1.9817415025218101e-50 0.0 -1.9817415025218101e-50
49960 23518654130.763447 35277981196.14517 35277981196.14517 -1.9793626517629981e-50 0.0 -1.9793626517629981e-50
49970 23518654130.763447 35277981196.14517 35277981196.14517 -1.9769871317945063e-50 0.0 -1.9769871317945063e-50
49980 23518654130.763447 35277981196.14517 35277981196.14517 -1.9746149372874857e-50 0.0 -1.9746149372874857e-50
49990 23518654130.763447 35277981196.14517 35277981196.14517 -1.9722460629227024e-50 0.0 -1.9722460629227024e-50
50000 23518654130.763447 35277981196.14517 35277981196.14517 -1.9698805033904612e-50 0.0 -1.9698805033904612e-50
50010 23518654130.763447 35277981196.14517 35277981196.14517 -1.9675182533906506e-50 0.0 -1.9675182533906506e-50
50020 23518654130.763447 35277981196.14517 35277981196.14517 -1.9651593076326622e-50 0.0 -1.9651593076326622e-50
50030 23518654130.763447 35277981196.14517 35277981196.14517 -1.9628036608354257e-50 0.0 -1.9628036608354257e-50
50040 23518654130.763447 35277981196.14517 35277981196.14517 -1.9604513077273413e-50 0.0 -1.9604513077273413e-50
50050 23518654130.763447 35277981196.14517 35277981196.14517 -1.958102243046303e-50 0.0 -1.958102243046303e-50
50060 23518654130.763447 35277981196.14517 35277981196.14517 -1.955756461539647e-50 0.0 -1.955756461539647e-50
50070 23518654130.763447 35277981196.14517 35277981196.14517 -1.9534139579641557e-50 0.0 -1.9534139579641557e-50
50080 23518654130.763447 35277981196.14517 35277981196.14517 -1.9510747270860262e-50 0.0 -1.9510747270860262e-50
50090 23518654130.763447 35277981196.14517 35277981196.14517 -1.948738763680856e-50 0.0 -1.948738763680856e-50
50100 23518654130.763447 35277981196.14517 35277981196.14517 -1.9464060625336203e-50 0.0 -1.9464060625336203e-50
50110 23518654130.763447 35277981196.14517 35277981196.14517 -1.9440766184386581e-50 0.0 -1.9440766184386581e-50
50120 23518654130.763447 35277981196.14517 35277981196.14517 -1.9417504261996503e-50 0.0 -1.9417504261996503e-50
50130 23518654130.763447 35277981196.14517 35277981196.14517 -1.939427480629614e-50 0.0 -1.939427480629614e-50
50140 23518654130.763447 35277981196.14517 35277981196.14517 -1.937107776550848e-50 0.0 -1.937107776550848e-50
50150 23518654130.763447 35277981196.14517 35277981196.14517 -1.9347913087949631e-50 0.0 -1.9347913087949631e-50
50160 23518654130.763447 35277981196.14517 35277981196.14517 -1.9324780722028231e-50 0.0 -1.9324780722028231e-50
50170 23518654130.763447 35277981196.14517 35277981196.14517 -1.9301680616245586e-50 0.0 -1.9301680616245586e-50
50180 23518654130.763447 35277981196.14517 35277981196.14517 -1.9278612719195076e-50 0.0 -1.9278612719195076e-50
50190 23518654130.763447 35277981196.14517 35277981196.14517 -1.9255576979562465e-50 0.0 -1.9255576979562465e-50
50200 23518654130.763447 35277981196.14517 35277981196.14517 -1.9232573346125322e-50 0.0 -1.9232573346125322e-50
50210 23518654130.763447 35277981196.14517 35277981196.14517 -1.9209601767753058e-50 0.0 -1.9209601767753058e-50
50220 23518654130.763447 35277981196.14517 35277981196.14517 -1.918666219340665e-50 0.0 -1.918666219340665e-50
50230 23518654130.763447 35277981196.14517 35277981196.14517 -1.9163754572138447e-50 0.0 -1.9163754572138447e-50
50240 23518654130.763447 35277981196.14517 35277981196.14517 -1.9140878853092073e-50 0.0 -1.9140878853092073e-50
50250 23518654130.763447 35277981196.14517 35277981196.14517 -1.9118034985502182e-50 0.0 -1.9118034985502182e-50
50260 23518654130.763447 35277981196.14517 35277981196.14517 -1.9095222918694248e-50 0.0 -1.9095222918694248e-50
50270 23518654130.763447 35277981196.14517 35277981196.14517 -1.907244260208454e-50 0.0 -1.907244260208454e-50
50280 23518654130.763447 35277981196.14517 35277981196.14517 -1.904969398517965e-50 0.0 -1.904969398517965e-50
50290 23518654130.763447 35277981196.14517 35277981196.14517 -1.9026977017576645e-50 0.0 -1.9026977017576645e-50
50300 23518654130.763447 35277981196.14517 35277981196.14517 -1.9004291648962655e-50 0.0 -1.9004291648962655e-50
50310 23518654130.763447 35277981196.14517 35277981196.14517 -1.8981637829114836e-50 0.0 -1.8981637829114836e-50
50320 23518654130.763447 35277981196.14517 35277981196.14517 -1.8959015507899994e-50 0.0 -1.8959015507899994e-50
50330 23518654130.763447 35277981196.14517 35277981196.14517 -1.8936424635274725e-50 0.0 -1.8936424635274725e-50
50340 23518654130.763447 35277981196.14517 35277981196.14517 -1.891386516128495e-50 0.0 -1.891386516128495e-50
50350 23518654130.763447 35277981196.14517 35277981196.14517 -1.8891337036065787e-50 0.0 -1.8891337036065787e-50
50360 23518654130.763447 35277981196.14517 35277981196.14517 -1.8868840209841523e-50 0.0 -1.8868840209841523e-50
50370 23518654130.763447 35277981196.14517 35277981196.14517 -1.8846374632925306e-50 0.0 -1.8846374632925306e-50
50380 23518654130.763447 35277981196.14517 35277981196.14517 -1.8823940255718985e-50 0.0 -1.8823940255718985e-50
50390 23518654130.763447 35277981196.14517 35277981196.14517 -1.880153702871306e-50 0.0 -1.880153702871306e-50
50400 23518654130.763447 35277981196.14517 35277981196.14517 -1.877916490248617e-50 0.0 -1.877916490248617e-50
50410 23518654130.763447 35277981196.14517 35277981196.14517 -1.8756823827705406e-50 0.0 -1.8756823827705406e-50
50420 23518654130.763447 35277981196.14517 35277981196.14517 -1.8734513755125648e-50 0.0 -1.8734513755125648e-50
50430 23518654130.763447 35277981196.14517 35277981196.14517 -1.8712234635589825e-50 0.0 -1.8712234635589825e-50
50440 23518654130.763447 35277981196.14517 35277981196.14517 -1.8689986420028406e-50 0.0 -1.8689986420028406e-50
50450 23518654130.763447 35277981196.14517 35277981196.14517 -1.866776905945937e-50 0.0 -1.866776905945937e-50
50460 23518654130.763447 35277981196.14517 35277981196.14517 -1.8645582504988032e-50 0.0 -1.8645582504988032e-50
50470 23518654130.763447 35277981196.14517 35277981196.14517 -1.8623426707806948e-50 0.0 -1.8623426707806948e-50
50480 23518654130.763447 35277981196.14517 35277981196.14517 -1.8601301619195414e-50 0.0 -1.8601301619195414e-50
50490 23518654130.763447 35277981196.14517 35277981196.14517 -1.8579207190519825e-50 0.0 -1.8579207190519825e-50
50500 23518654130.763447 35277981196.14517 35277981196.14517 -1.8557143373232977e-50 0.0 -1.8557143373232977e-50
50510 23518654130.763447 35277981196.14517 35277981196.14517 -1.8535110118874265e-50 0.0 -1.8535110118874265e-50
50520 23518654130.763447 35277981196.14517 35277981196.14517 -1.851310737906924e-50 0.0 -1.851310737906924e-50
50530 23518654130.763447 35277981196.14517 35277981196.14517 -1.8491135105529771e-50 0.0 -1.8491135105529771e-50
50540 23518654130.763447 35277981196.14517 35277981196.14517 -1.846919325005348e-50 0.0 -1.846919325005348e-50
50550 23518654130.763447 35277981196.14517 35277981196.14517 -1.8447281764523903e-50 0.0 -1.8447281764523903e-50
50560 23518654130.763447 35277981196.14517 35277981196.14517 -1.8425400600910069e-50 0.0 -1.8425400600910069e-50
50570 23518654130.763447 35277981196.14517 35277981196.14517 -1.8403549711266609e-50 0.0 -1.8403549711266609e-50
50580 23518654130.763447 35277981196.14517 35277981196.14517 -1.838172904773323e-50 0.0 -1.838172904773323e-50
50590 23518654130.763447 35277981196.14517 35277981196.14517 -1.8359938562534889e-50 0.0 -1.8359938562534889e-50
50600 23518654130.763447 35277981196.14517 35277981196.14517 -1.8338178207981423e-50 0.0 -1.8338178207981423e-50
50610 23518654130.763447 35277981196.14517 35277981196.14517 -1.8316447936467457e-50 0.0 -1.8316447936467457e-50
50620 23518654130.763447 35277981196.14517 35277981196.14517 -1.8294747700472167e-50 0.0 -1.8294747700472167e-50
50630 23518654130.763447 35277981196.14517 35277981196.14517 -1.8273077452559265e-50 0.0 -1.8273077452559265e-50
50640 23518654130.763447 35277981196.14517 35277981196.14517 -1.8251437145376562e-50 0.0 -1.8251437145376562e-50
50650 23518654130.763447 35277981196.14517 35277981196.14517 -1.8229826731656178e-50 0.0 -1.8229826731656178e-50
50660 23518654130.763447 35277981196.14517 35277981196.14517 -1.8208246164213975e-50 0.0 -1.8208246164213975e-50
50670 23518654130.763447 35277981196.14517 35277981196.14517 -1.8186695395949708e-50 0.0 -1.8186695395949708e-50
50680 23518654130.763447 35277981196.14517 35277981196.14517 -1.8165174379846654e-50 0.0 -1.8165174379846654e-50
50690 23518654130.763447 35277981196.14517 35277981196.14517 -1.8143683068971646e-50 0.0 -1.8143683068971646e-50
50700 23518654130.763447 35277981196.14517 35277981196.14517 -1.8122221416474608e-50 0.0 -1.8122221416474608e-50
50710 23518654130.763447 35277981196.14517 35277981196.14517 -1.8100789375588804e-50 0.0 -1.8100789375588804e-50
50720 23518654130.763447 35277981196.14517 35277981196.14517 -1.807938689963018e-50 0.0 -1.807938689963018e-50
50730 23518654130.763447 35277981196.14517 35277981196.14517 -1.8058013941997737e-50 0.0 -1.8058013941997737e-50
50740 23518654130.763447 35277981196.14517 35277981196.14517 -1.8036670456172863e-50 0.0 -1.8036670456172863e-50
50750 23518654130.763447 35277981196.14517 35277981196.14517 -1.8015356395719556e-50 0.0 -1.8015356395719556e-50
50760 23518654130.763447 35277981196.14517 35277981196.14517 -1.7994071714284036e-50 0.0 -1.7994071714284036e-50
50770 23518654130.763447 35277981196.14517 35277981196.14517 -1.7972816365594684e-50 0.0 -1.7972816365594684e-50
50780 23518654130.763447 35277981196.14517 35277981196.14517 -1.795159030346183e-50 0.0 -1.795159030346183e-50
50790 23518654130.763447 35277981196.14517 35277981196.14517 -1.7930393481777664e-50 0.0 -1.7930393481777664e-50
50800 23518654130.763447 35277981196.14517 35277981196.14517 -1.7909225854515935e-50 0.0 -1.7909225854515935e-50
50810 23518654130.763447 35277981196.14517 35277981196.14517 -1.7888087375731959e-50 0.0 -1.7888087375731959e-50
50820 23518654130.763447 35277981196.14517 35277981196.14517 -1.7866977999562354e-50 0.0 -1.7866977999562354e-50
50830 23518654130.763447 35277981196.14517 35277981196.14517 -1.7845897680224905e-50 0.0 -1.7845897680224905e-50
50840 23518654130.763447 35277981196.14517 35277981196.14517 -1.782484637201835e-50 0.0 -1.782484637201835e-50
50850 23518654130.763447 35277981196.14517 35277981196.14517 -1.7803824029322437e-50 0.0 -1.7803824029322437e-50
50860 23518654130.763447 35277981196.14517 35277981196.14517 -1.7782830606597375e-50 0.0 -1.7782830606597375e-50
50870 23518654130.763447 35277981196.14517 35277981196.14517 -1.776186605838414e-50 0.0 -1.776186605838414e-50
50880 23518654130.763447 35277981196.14517 35277981196.14517 -1.7740930339303904e-50 0.0 -1.7740930339303904e-50
50890 23518654130.763447 35277981196.14517 35277981196.14517 -1.7720023404058122e-50 0.0 -1.7720023404058122e-50
50900 23518654130.763447 35277981196.14517 35277981196.14517 -1.7699145207428315e-50 0.0 -1.7699145207428315e-50
50910 23518654130.763447 35277981196.14517 35277981196.14517 -1.767829570427591e-50 0.0 -1.767829570427591e-50
50920 23518654130.763447 35277981196.14517 35277981196.14517 -1.7657474849542026e-50 0.0 -1.7657474849542026e-50
50930 23518654130.763447 35277981196.14517 35277981196.14517 -1.763668259824743e-50 0.0 -1.763668259824743e-50
50940 23518654130.763447 35277981196.14517 35277981196.14517 -1.7615918905492236e-50 0.0 -1.7615918905492236e-50
50950 23518654130.763447 35277981196.14517 35277981196.14517 -1.7595183726456e-50 0.0 -1.7595183726456e-50
50960 23518654130.763447 35277981196.14517 35277981196.14517 -1.7574477016397197e-50 0.0 -1.7574477016397197e-50
50970 23518654130.763447 35277981196.14517 35277981196.14517 -1.7553798730653414e-50 0.0 -1.7553798730653414e-50
50980 23518654130.763447 35277981196.14517 35277981196.14517 -1.7533148824640923e-50 0.0 -1.7533148824640923e-50
50990 23518654130.763447 35277981196.14517 35277981196.14517 -1.7512527253854812e-50 0.0 -1.7512527253854812e-50
51000 23518654130.763447 35277981196.14517 35277981196.14517 -1.7491933973868538e-50 0.0 -1.7491933973868538e-50
51010 23518654130.763447 35277981196.14517 35277981196.14517 -1.7471368940333932e-50 0.0 -1.7471368940333932e-50
51020 23518654130.763447 35277981196.14517 35277981196.14517 -1.7450832108981045e-50 0.0 -1.7450832108981045e-50
51030 23518654130.763447 35277981196.14517 35277981196.14517 -1.7430323435617975e-50 0.0 -1.7430323435617975e-50
51040 23518654130.763447 35277981196.14517 35277981196.14517 -1.7409842876130683e-50 0.0 -1.7409842876130683e-50
