# step, temp, etotal, ke, tpot, evdw, ebond
23980 23518654130.763447 35277981196.14517 35277981196.14517 -1.6189050859615823e-48 0.0 -1.6189050859615823e-48
23990 23518654130.763447 35277981196.14517 35277981196.14517 -1.6148601848172127e-48 0.0 -1.6148601848172127e-48
24000 23518654130.763447 35277981196.14517 35277981196.14517 -1.6108270695085338e-48 0.0 -1.6108270695085338e-48
24010 23518654130.763447 35277981196.14517 35277981196.14517 -1.6068057008050296e-48 0.0 -1.6068057008050296e-48
24020 23518654130.763447 35277981196.14517 35277981196.14517 -1.602796039623027e-48 0.0 -1.602796039623027e-48
24030 23518654130.763447 35277981196.14517 35277981196.14517 -1.5987980470250934e-48 0.0 -1.5987980470250934e-48
24040 23518654130.763447 35277981196.14517 35277981196.14517 -1.5948116842194162e-48 0.0 -1.5948116842194162e-48
24050 23518654130.763447 35277981196.14517 35277981196.14517 -1.590836912559204e-48 0.0 -1.590836912559204e-48
24060 23518654130.763447 35277981196.14517 35277981196.14517 -1.5868736935420918e-48 0.0 -1.5868736935420918e-48
24070 23518654130.763447 35277981196.14517 35277981196.14517 -1.5829219888095338e-48 0.0 -1.5829219888095338e-48
24080 23518654130.763447 35277981196.14517 35277981196.14517 -1.578981760146204e-48 0.0 -1.578981760146204e-48
24090 23518654130.763447 35277981196.14517 35277981196.14517 -1.5750529694794045e-48 0.0 -1.5750529694794045e-48
24100 23518654130.763447 35277981196.14517 35277981196.14517 -1.5711355788784855e-48 0.0 -1.5711355788784855e-48
24110 23518654130.763447 35277981196.14517 35277981196.14517 -1.5672295505542398e-48 0.0 -1.5672295505542398e-48
24120 23518654130.763447 35277981196.14517 35277981196.14517 -1.5633348468583232e-48 0.0 -1.5633348468583232e-48
24130 23518654130.763447 35277981196.14517 35277981196.14517 -1.55945143028268e-48 0.0 -1.55945143028268e-48
24140 23518654130.763447 35277981196.14517 35277981196.14517 -1.5555792634589468e-48 0.0 -1.5555792634589468e-48
24150 23518654130.763447 35277981196.14517 35277981196.14517 -1.5517183091578908e-48 0.0 -1.5517183091578908e-48
24160 23518654130.763447 35277981196.14517 35277981196.14517 -1.5478685302888187e-48 0.0 -1.5478685302888187e-48
24170 23518654130.763447 35277981196.14517 35277981196.14517 -1.5440298898990164e-48 0.0 -1.5440298898990164e-48
24180 23518654130.763447 35277981196.14517 35277981196.14517 -1.5402023511731744e-48 0.0 -1.5402023511731744e-48
24190 23518654130.763447 35277981196.14517 35277981196.14517 -1.536385877432819e-48 0.0 -1.536385877432819e-48
24200 23518654130.763447 35277981196.14517 35277981196.14517 -1.5325804321357506e-48 0.0 -1.5325804321357506e-48
24210 23518654130.763447 35277981196.14517 35277981196.14517 -1.5287859788754755e-48 0.0 -1.5287859788754755e-48
24220 23518654130.763447 35277981196.14517 35277981196.14517 -1.5250024813806544e-48 0.0 -1.5250024813806544e-48
24230 23518654130.763447 35277981196.14517 35277981196.14517 -1.5212299035145414e-48 0.0 -1.5212299035145414e-48
24240 23518654130.763447 35277981196.14517 35277981196.14517 -1.5174682092744272e-48 0.0 -1.5174682092744272e-48
24250 23518654130.763447 35277981196.14517 35277981196.14517 -1.5137173627910848e-48 0.0 -1.5137173627910848e-48
24260 23518654130.763447 35277981196.14517 35277981196.14517 -1.509977328328227e-48 0.0 -1.509977328328227e-48
24270 23518654130.763447 35277981196.14517 35277981196.14517 -1.5062480702819625e-48 0.0 -1.5062480702819625e-48
24280 23518654130.763447 35277981196.14517 35277981196.14517 -1.5025295531802374e-48 0.0 -1.5025295531802374e-48
24290 23518654130.763447 35277981196.14517 35277981196.14517 -1.4988217416822917e-48 0.0 -1.4988217416822917e-48
24300 23518654130.763447 35277981196.14517 35277981196.14517 -1.495124600578144e-48 0.0 -1.495124600578144e-48
24310 23518654130.763447 35277981196.14517 35277981196.14517 -1.4914380947880305e-48 0.0 -1.4914380947880305e-48
24320 23518654130.763447 35277981196.14517 35277981196.14517 -1.4877621893618787e-48 0.0 -1.4877621893618787e-48
24330 23518654130.763447 35277981196.14517 35277981196.14517 -1.48409684947877e-48 0.0 -1.48409684947877e-48
24340 23518654130.763447 35277981196.14517 35277981196.14517 -1.4804420404464177e-48 0.0 -1.4804420404464177e-48
24350 23518654130.763447 35277981196.14517 35277981196.14517 -1.476797727700634e-48 0.0 -1.476797727700634e-48
24360 23518654130.763447 35277981196.14517 35277981196.14517 -1.4731638768048048e-48 0.0 -1.4731638768048048e-48
24370 23518654130.763447 35277981196.14517 35277981196.14517 -1.4695404534493642e-48 0.0 -1.4695404534493642e-48
24380 23518654130.763447 35277981196.14517 35277981196.14517 -1.465927423451285e-48 0.0 -1.465927423451285e-48
24390 23518654130.763447 35277981196.14517 35277981196.14517 -1.4623247527535473e-48 0.0 -1.4623247527535473e-48
24400 23518654130.763447 35277981196.14517 35277981196.14517 -1.4587324074246276e-48 0.0 -1.4587324074246276e-48
24410 23518654130.763447 35277981196.14517 35277981196.14517 -1.4551503536579856e-48 0.0 -1.4551503536579856e-48
24420 23518654130.763447 35277981196.14517 35277981196.14517 -1.4515785577715518e-48 0.0 -1.4515785577715518e-48
24430 23518654130.763447 35277981196.14517 35277981196.14517 -1.4480169862072267e-48 0.0 -1.4480169862072267e-48
24440 23518654130.763447 35277981196.14517 35277981196.14517 -1.4444656055303555e-48 0.0 -1.4444656055303555e-48
24450 23518654130.763447 35277981196.14517 35277981196.14517 -1.4409243824292438e-48 0.0 -1.4409243824292438e-48
24460 23518654130.763447 35277981196.14517 35277981196.14517 -1.4373932837146443e-48 0.0 -1.4373932837146443e-48
24470 23518654130.763447 35277981196.14517 35277981196.14517 -1.4338722763192555e-48 0.0 -1.4338722763192555e-48
24480 23518654130.763447 35277981196.14517 35277981196.14517 -1.430361327297232e-48 0.0 -1.430361327297232e-48
24490 23518654130.763447 35277981196.14517 35277981196.14517 -1.426860403823682e-48 0.0 -1.426860403823682e-48
24500 23518654130.763447 35277981196.14517 35277981196.14517 -1.4233694731941794e-48 0.0 -1.4233694731941794e-48
24510 23518654130.763447 35277981196.14517 35277981196.14517 -1.4198885028242694e-48 0.0 -1.4198885028242694e-48
24520 23518654130.763447 35277981196.14517 35277981196.14517 -1.416417460248979e-48 0.0 -1.416417460248979e-48
24530 23518654130.763447 35277981196.14517 35277981196.14517 -1.4129563131223318e-48 0.0 -1.4129563131223318e-48
24540 23518654130.763447 35277981196.14517 35277981196.14517 -1.4095050292168677e-48 0.0 -1.4095050292168677e-48
24550 23518654130.763447 35277981196.14517 35277981196.14517 -1.406063576423152e-48 0.0 -1.406063576423152e-48
24560 23518654130.763447 35277981196.14517 35277981196.14517 -1.4026319227493034e-48 0.0 -1.4026319227493034e-48
24570 23518654130.763447 35277981196.14517 35277981196.14517 -1.399210036320506e-48 0.0 -1.399210036320506e-48
24580 23518654130.763447 35277981196.14517 35277981196.14517 -1.3957978853785513e-48 0.0 -1.3957978853785513e-48
24590 23518654130.763447 35277981196.14517 35277981196.14517 -1.3923954382813397e-48 0.0 -1.3923954382813397e-48
24600 23518654130.763447 35277981196.14517 35277981196.14517 -1.389002663502434e-48 0.0 -1.389002663502434e-48
24610 23518654130.763447 35277981196.14517 35277981196.14517 -1.3856195296305713e-48 0.0 -1.3856195296305713e-48
24620 23518654130.763447 35277981196.14517 35277981196.14517 -1.3822460053692104e-48 0.0 -1.3822460053692104e-48
24630 23518654130.763447 35277981196.14517 35277981196.14517 -1.3788820595360492e-48 0.0 -1.3788820595360492e-48
24640 23518654130.763447 35277981196.14517 35277981196.14517 -1.3755276610625784e-48 0.0 -1.3755276610625784e-48
24650 23518654130.763447 35277981196.14517 35277981196.14517 -1.3721827789936076e-48 0.0 -1.3721827789936076e-48
24660 23518654130.763447 35277981196.14517 35277981196.14517 -1.3688473824868167e-48 0.0 -1.3688473824868167e-48
24670 23518654130.763447 35277981196.14517 35277981196.14517 -1.365521440812288e-48 0.0 -1.365521440812288e-48
24680 23518654130.763447 35277981196.14517 35277981196.14517 -1.3622049233520646e-48 0.0 -1.3622049233520646e-48
24690 23518654130.763447 35277981196.14517 35277981196.14517 -1.3588977995996802e-48 0.0 -1.3588977995996802e-48
24700 23518654130.763447 35277981196.14517 35277981196.14517 -1.3556000391597284e-48 0.0 -1.3556000391597284e-48
24710 23518654130.763447 35277981196.14517 35277981196.14517 -1.3523116117473908e-48 0.0 -1.3523116117473908e-48
24720 23518654130.763447 35277981196.14517 35277981196.14517 -1.3490324871880155e-48 0.0 -1.3490324871880155e-48
24730 23518654130.763447 35277981196.14517 35277981196.14517 -1.3457626354166488e-48 0.0 -1.3457626354166488e-48
24740 23518654130.763447 35277981196.14517 35277981196.14517 -1.3425020264776056e-48 0.0 -1.3425020264776056e-48
24750 23518654130.763447 35277981196.14517 35277981196.14517 -1.3392506305240237e-48 0.0 -1.3392506305240237e-48
24760 23518654130.763447 35277981196.14517 35277981196.14517 -1.3360084178174298e-48 0.0 -1.3360084178174298e-48
24770 23518654130.763447 35277981196.14517 35277981196.14517 -1.332775358727296e-48 0.0 -1.332775358727296e-48
24780 23518654130.763447 35277981196.14517 35277981196.14517 -1.3295514237306029e-48 0.0 -1.3295514237306029e-48
24790 23518654130.763447 35277981196.14517 35277981196.14517 -1.3263365834114207e-48 0.0 -1.3263365834114207e-48
24800 23518654130.763447 35277981196.14517 35277981196.14517 -1.3231308084604575e-48 0.0 -1.3231308084604575e-48
24810 23518654130.763447 35277981196.14517 35277981196.14517 -1.3199340696746441e-48 0.0 -1.3199340696746441e-48
24820 23518654130.763447 35277981196.14517 35277981196.14517 -1.3167463379567039e-48 0.0 -1.3167463379567039e-48
24830 23518654130.763447 35277981196.14517 35277981196.14517 -1.3135675843147265e-48 0.0 -1.3135675843147265e-48
24840 23518654130.763447 35277981196.14517 35277981196.14517 -1.3103977798617373e-48 0.0 -1.3103977798617373e-48
24850 23518654130.763447 35277981196.14517 35277981196.14517 -1.307236895815288e-48 0.0 -1.307236895815288e-48
24860 23518654130.763447 35277981196.14517 35277981196.14517 -1.304084903497025e-48 0.0 -1.304084903497025e-48
24870 23518654130.763447 35277981196.14517 35277981196.14517 -1.3009417743322802e-48 0.0 -1.3009417743322802e-48
24880 23518654130.763447 35277981196.14517 35277981196.14517 -1.2978074798496502e-48 0.0 -1.2978074798496502e-48
24890 23518654130.763447 35277981196.14517 35277981196.14517 -1.2946819916805798e-48 0.0 -1.2946819916805798e-48
24900 23518654130.763447 35277981196.14517 35277981196.14517 -1.2915652815589543e-48 0.0 -1.2915652815589543e-48
24910 23518654130.763447 35277981196.14517 35277981196.14517 -1.2884573213206878e-48 0.0 -1.2884573213206878e-48
24920 23518654130.763447 35277981196.14517 35277981196.14517 -1.2853580829033053e-48 0.0 -1.2853580829033053e-48
24930 23518654130.763447 35277981196.14517 35277981196.14517 -1.2822675383455527e-48 0.0 -1.2822675383455527e-48
24940 23518654130.763447 35277981196.14517 35277981196.14517 -1.2791856597869749e-48 0.0 -1.2791856597869749e-48
24950 23518654130.763447 35277981196.14517 35277981196.14517 -1.27611241946752e-48 0.0 -1.27611241946752e-48
24960 23518654130.763447 35277981196.14517 35277981196.14517 -1.2730477897271403e-48 0.0 -1.2730477897271403e-48
24970 23518654130.763447 35277981196.14517 35277981196.14517 -1.2699917430053822e-48 0.0 -1.2699917430053822e-48
24980 23518654130.763447 35277981196.14517 35277981196.14517 -1.266944251840995e-48 0.0 -1.266944251840995e-48
24990 23518654130.763447 35277981196.14517 35277981196.14517 -1.2639052888715374e-48 0.0 -1.2639052888715374e-48
25000 23518654130.763447 35277981196.14517 35277981196.14517 -1.2608748268329737e-48 0.0 -1.2608748268329737e-48
25010 23518654130.763447 35277981196.14517 35277981196.14517 -1.2578528385592885e-48 0.0 -1.2578528385592885e-48
25020 23518654130.763447 35277981196.14517 35277981196.14517 -1.2548392969820891e-48 0.0 -1.2548392969820891e-48
25030 23518654130.763447 35277981196.14517 35277981196.14517 -1.2518341751302232e-48 0.0 -1.2518341751302232e-48
25040 23518654130.763447 35277981196.14517 35277981196.14517 -1.2488374461293803e-48 0.0 -1.2488374461293803e-48
25050 23518654130.763447 35277981196.14517 35277981196.14517 -1.245849083201719e-48 0.0 -1.245849083201719e-48
25060 23518654130.763447 35277981196.14517 35277981196.14517 -1.2428690596654687e-48 0.0 -1.2428690596654687e-48
25070 23518654130.763447 35277981196.14517 35277981196.14517 -1.23989734893456e-48 0.0 -1.23989734893456e-48
25080 23518654130.763447 35277981196.14517 35277981196.14517 -1.2369339245182302e-48 0.0 -1.2369339245182302e-48
25090 23518654130.763447 35277981196.14517 35277981196.14517 -1.2339787600206541e-48 0.0 -1.2339787600206541e-48
25100 23518654130.763447 35277981196.14517 35277981196.14517 -1.2310318291405626e-48 0.0 -1.2310318291405626e-48
25110 23518654130.763447 35277981196.14517 35277981196.14517 -1.2280931056708647e-48 0.0 -1.2280931056708647e-48
25120 23518654130.763447 35277981196.14517 35277981196.14517 -1.2251625634982735e-48 0.0 -1.2251625634982735e-48
25130 23518654130.763447 35277981196.14517 35277981196.14517 -1.2222401766029405e-48 0.0 -1.2222401766029405e-48
25140 23518654130.763447 35277981196.14517 35277981196.14517 -1.2193259190580702e-48 0.0 -1.2193259190580702e-48
25150 23518654130.763447 35277981196.14517 35277981196.14517 -1.2164197650295636e-48 0.0 -1.2164197650295636e-48
25160 23518654130.763447 35277981196.14517 35277981196.14517 -1.2135216887756393e-48 0.0 -1.2135216887756393e-48
25170 23518654130.763447 35277981196.14517 35277981196.14517 -1.2106316646464836e-48 0.0 -1.2106316646464836e-48
25180 23518654130.763447 35277981196.14517 35277981196.14517 -1.2077496670838601e-48 0.0 -1.2077496670838601e-48
25190 23518654130.763447 35277981196.14517 35277981196.14517 -1.204875670620772e-48 0.0 -1.204875670620772e-48
25200 23518654130.763447 35277981196.14517 35277981196.14517 -1.2020096498810887e-48 0.0 -1.2020096498810887e-48
25210 23518654130.763447 35277981196.14517 35277981196.14517 -1.199151579579179e-48 0.0 -1.199151579579179e-48
25220 23518654130.763447 35277981196.14517 35277981196.14517 -1.1963014345195672e-48 0.0 -1.1963014345195672e-48
25230 23518654130.763447 35277981196.14517 35277981196.14517 -1.1934591895965662e-48 0.0 -1.1934591895965662e-48
25240 23518654130.763447 35277981196.14517 35277981196.14517 -1.1906248197939259e-48 0.0 -1.1906248197939259e-48
25250 23518654130.763447 35277981196.14517 35277981196.14517 -1.1877983001844779e-48 0.0 -1.1877983001844779e-48
25260 23518654130.763447 35277981196.14517 35277981196.14517 -1.1849796059297821e-48 0.0 -1.1849796059297821e-48
25270 23518654130.763447 35277981196.14517 35277981196.14517 -1.1821687122797784e-48 0.0 -1.1821687122797784e-48
25280 23518654130.763447 35277981196.14517 35277981196.14517 -1.1793655945724384e-48 0.0 -1.1793655945724384e-48
25290 23518654130.763447 35277981196.14517 35277981196.14517 -1.1765702282334146e-48 0.0 -1.1765702282334146e-48
25300 23518654130.763447 35277981196.14517 35277981196.14517 -1.1737825887756918e-48 0.0 -1.1737825887756918e-48
25310 23518654130.763447 35277981196.14517 35277981196.14517 -1.1710026517992483e-48 0.0 -1.1710026517992483e-48
25320 23518654130.763447 35277981196.14517 35277981196.14517 -1.168230392990715e-48 0.0 -1.168230392990715e-48
25330 23518654130.763447 35277981196.14517 35277981196.14517 -1.1654657881230185e-48 0.0 -1.1654657881230185e-48
25340 23518654130.763447 35277981196.14517 35277981196.14517 -1.1627088130550599e-48 0.0 -1.1627088130550599e-48
25350 23518654130.763447 35277981196.14517 35277981196.14517 -1.1599594437313654e-48 0.0 -1.1599594437313654e-48
25360 23518654130.763447 35277981196.14517 35277981196.14517 -1.1572176561817475e-48 0.0 -1.1572176561817475e-48
25370 23518654130.763447 35277981196.14517 35277981196.14517 -1.1544834265209737e-48 0.0 -1.1544834265209737e-48
25380 23518654130.763447 35277981196.14517 35277981196.14517 -1.151756730948434e-48 0.0 -1.151756730948434e-48
25390 23518654130.763447 35277981196.14517 35277981196.14517 -1.1490375457478005e-48 0.0 -1.1490375457478005e-48
25400 23518654130.763447 35277981196.14517 35277981196.14517 -1.1463258472867034e-48 0.0 -1.1463258472867034e-48
25410 23518654130.763447 35277981196.14517 35277981196.14517 -1.1436216120163966e-48 0.0 -1.1436216120163966e-48
25420 23518654130.763447 35277981196.14517 35277981196.14517 -1.1409248164714282e-48 0.0 -1.1409248164714282e-48
25430 23518654130.763447 35277981196.14517 35277981196.14517 -1.1382354372693171e-48 0.0 -1.1382354372693171e-48
25440 23518654130.763447 35277981196.14517 35277981196.14517 -1.1355534511102254e-48 0.0 -1.1355534511102254e-48
25450 23518654130.763447 35277981196.14517 35277981196.14517 -1.1328788347766333e-48 0.0 -1.1328788347766333e-48
25460 23518654130.763447 35277981196.14517 35277981196.14517 -1.1302115651330173e-48 0.0 -1.1302115651330173e-48
25470 23518654130.763447 35277981196.14517 35277981196.14517 -1.1275516191255237e-48 0.0 -1.1275516191255237e-48
25480 23518654130.763447 35277981196.14517 35277981196.14517 -1.1248989737816623e-48 0.0 -1.1248989737816623e-48
25490 23518654130.763447 35277981196.14517 35277981196.14517 -1.1222536062099638e-48 0.0 -1.1222536062099638e-48
25500 23518654130.763447 35277981196.14517 35277981196.14517 -1.1196154935996885e-48 0.0 -1.1196154935996885e-48
25510 23518654130.763447 35277981196.14517 35277981196.14517 -1.1169846132204941e-48 0.0 -1.1169846132204941e-48
25520 23518654130.763447 35277981196.14517 35277981196.14517 -1.1143609424221227e-48 0.0 -1.1143609424221227e-48
25530 23518654130.763447 35277981196.14517 35277981196.14517 -1.1117444586340895e-48 0.0 -1.1117444586340895e-48
25540 23518654130.763447 35277981196.14517 35277981196.14517 -1.1091351393653727e-48 0.0 -1.1091351393653727e-48
25550 23518654130.763447 35277981196.14517 35277981196.14517 -1.1065329622041013e-48 0.0 -1.1065329622041013e-48
25560 23518654130.763447 35277981196.14517 35277981196.14517 -1.1039379048172432e-48 0.0 -1.1039379048172432e-48
25570 23518654130.763447 35277981196.14517 35277981196.14517 -1.101349944950301e-48 0.0 -1.101349944950301e-48
25580 23518654130.763447 35277981196.14517 35277981196.14517 -1.0987690604270008e-48 0.0 -1.0987690604270008e-48
25590 23518654130.763447 35277981196.14517 35277981196.14517 -1.0961952291489936e-48 0.0 -1.0961952291489936e-48
25600 23518654130.763447 35277981196.14517 35277981196.14517 -1.0936284290955442e-48 0.0 -1.0936284290955442e-48
25610 23518654130.763447 35277981196.14517 35277981196.14517 -1.0910686383232325e-48 0.0 -1.0910686383232325e-48
25620 23518654130.763447 35277981196.14517 35277981196.14517 -1.0885158349656481e-48 0.0 -1.0885158349656481e-48
25630 23518654130.763447 35277981196.14517 35277981196.14517 -1.0859699972330972e-48 0.0 -1.0859699972330972e-48
25640 23518654130.763447 35277981196.14517 35277981196.14517 -1.0834311034122968e-48 0.0 -1.0834311034122968e-48
25650 23518654130.763447 35277981196.14517 35277981196.14517 -1.0808991318660792e-48 0.0 -1.0808991318660792e-48
25660 23518654130.763447 35277981196.14517 35277981196.14517 -1.0783740610330979e-48 0.0 -1.0783740610330979e-48
25670 23518654130.763447 35277981196.14517 35277981196.14517 -1.0758558694275297e-48 0.0 -1.0758558694275297e-48
25680 23518654130.763447 35277981196.14517 35277981196.14517 -1.0733445356387804e-48 0.0 -1.0733445356387804e-48
25690 23518654130.763447 35277981196.14517 35277981196.14517 -1.070840038331194e-48 0.0 -1.070840038331194e-48
25700 23518654130.763447 35277981196.14517 35277981196.14517 -1.0683423562437653e-48 0.0 -1.0683423562437653e-48
25710 23518654130.763447 35277981196.14517 35277981196.14517 -1.0658514681898405e-48 0.0 -1.0658514681898405e-48
25720 23518654130.763447 35277981196.14517 35277981196.14517 -1.0633673530568325e-48 0.0 -1.0633673530568325e-48
25730 23518654130.763447 35277981196.14517 35277981196.14517 -1.0608899898059419e-48 0.0 -1.0608899898059419e-48
25740 23518654130.763447 35277981196.14517 35277981196.14517 -1.0584193574718562e-48 0.0 -1.0584193574718562e-48
25750 23518654130.763447 35277981196.14517 35277981196.14517 -1.0559554351624711e-48 0.0 -1.0559554351624711e-48
25760 23518654130.763447 35277981196.14517 35277981196.14517 -1.0534982020586107e-48 0.0 -1.0534982020586107e-48
25770 23518654130.763447 35277981196.14517 35277981196.14517 -1.05104763741374e-48 0.0 -1.05104763741374e-48
25780 23518654130.763447 35277981196.14517 35277981196.14517 -1.0486037205536836e-48 0.0 -1.0486037205536836e-48
25790 23518654130.763447 35277981196.14517 35277981196.14517 -1.0461664308763446e-48 0.0 -1.0461664308763446e-48
25800 23518654130.763447 35277981196.14517 35277981196.14517 -1.0437357478514297e-48 0.0 -1.0437357478514297e-48
25810 23518654130.763447 35277981196.14517 35277981196.14517 -1.041311651020168e-48 0.0 -1.041311651020168e-48
25820 23518654130.763447 35277981196.14517 35277981196.14517 -1.0388941199950355e-48 0.0 -1.0388941199950355e-48
25830 23518654130.763447 35277981196.14517 35277981196.14517 -1.036483134459476e-48 0.0 -1.036483134459476e-48
25840 23518654130.763447 35277981196.14517 35277981196.14517 -1.0340786741676317e-48 0.0 -1.0340786741676317e-48
25850 23518654130.763447 35277981196.14517 35277981196.14517 -1.0316807189440686e-48 0.0 -1.0316807189440686e-48
25860 23518654130.763447 35277981196.14517 35277981196.14517 -1.029289248683502e-48 0.0 -1.029289248683502e-48
25870 23518654130.763447 35277981196.14517 35277981196.14517 -1.0269042433505275e-48 0.0 -1.0269042433505275e-48
25880 23518654130.763447 35277981196.14517 35277981196.14517 -1.024525682979352e-48 0.0 -1.024525682979352e-48
25890 23518654130.763447 35277981196.14517 35277981196.14517 -1.0221535476735242e-48 0.0 -1.0221535476735242e-48
25900 23518654130.763447 35277981196.14517 35277981196.14517 -1.0197878176056657e-48 0.0 -1.0197878176056657e-48
25910 23518654130.763447 35277981196.14517 35277981196.14517 -1.0174284730172057e-48 0.0 -1.0174284730172057e-48
25920 23518654130.763447 35277981196.14517 35277981196.14517 -1.0150754942181194e-48 0.0 -1.0150754942181194e-48
25930 23518654130.763447 35277981196.14517 35277981196.14517 -1.012728861586656e-48 0.0 -1.012728861586656e-48
25940 23518654130.763447 35277981196.14517 35277981196.14517 -1.0103885555690818e-48 0.0 -1.0103885555690818e-48
25950 23518654130.763447 35277981196.14517 35277981196.14517 -1.0080545566794202e-48 0.0 -1.0080545566794202e-48
25960 23518654130.763447 35277981196.14517 35277981196.14517 -1.0057268454991804e-48 0.0 -1.0057268454991804e-48
25970 23518654130.763447 35277981196.14517 35277981196.14517 -1.0034054026771139e-48 0.0 -1.0034054026771139e-48
25980 23518654130.763447 35277981196.14517 35277981196.14517 -1.001090208928938e-48 0.0 -1.001090208928938e-48
25990 23518654130.763447 35277981196.14517 35277981196.14517 -9.987812450370973e-49 0.0 -9.987812450370973e-49
26000 23518654130.763447 35277981196.14517 35277981196.14517 -9.964784918504846e-49 0.0 -9.964784918504846e-49
26010 23518654130.763447 35277981196.14517 35277981196.14517 -9.941819302842104e-49 0.0 -9.941819302842104e-49
26020 23518654130.763447 35277981196.14517 35277981196.14517 -9.9189154131933e-49 0.0 -9.9189154131933e-49
26030 23518654130.763447 35277981196.14517 35277981196.14517 -9.896073060025984e-49 0.0 -9.896073060025984e-49
26040 23518654130.763447 35277981196.14517 35277981196.14517 -9.873292054462189e-49 0.0 -9.873292054462189e-49
26050 23518654130.763447 35277981196.14517 35277981196.14517 -9.850572208275858e-49 0.0 -9.850572208275858e-49
26060 23518654130.763447 35277981196.14517 35277981196.14517 -9.827913333890419e-49 0.0 -9.827913333890419e-49
26070 23518654130.763447 35277981196.14517 35277981196.14517 -9.805315244376255e-49 0.0 -9.805315244376255e-49
26080 23518654130.763447 35277981196.14517 35277981196.14517 -9.78277775344824e-49 0.0 -9.78277775344824e-49
26090 23518654130.763447 35277981196.14517 35277981196.14517 -9.760300675463266e-49 0.0 -9.760300675463266e-49
26100 23518654130.763447 35277981196.14517 35277981196.14517 -9.737883825417779e-49 0.0 -9.737883825417779e-49
26110 23518654130.763447 35277981196.14517 35277981196.14517 -9.715527018945336e-49 0.0 -9.715527018945336e-49
26120 23518654130.763447 35277981196.14517 35277981196.14517 -9.693230072314176e-49 0.0 -9.693230072314176e-49
26130 23518654130.763447 35277981196.14517 35277981196.14517 -9.670992802424782e-49 0.0 -9.670992802424782e-49
26140 23518654130.763447 35277981196.14517 35277981196.14517 -9.648815026807484e-49 0.0 -9.648815026807484e-49
26150 23518654130.763447 35277981196.14517 35277981196.14517 -9.626696563620024e-49 0.0 -9.626696563620024e-49
26160 23518654130.763447 35277981196.14517 35277981196.14517 -9.604637231645169e-49 0.0 -9.604637231645169e-49
26170 23518654130.763447 35277981196.14517 35277981196.14517 -9.58263685028834e-49 0.0 -9.58263685028834e-49
26180 23518654130.763447 35277981196.14517 35277981196.14517 -9.560695239575236e-49 0.0 -9.560695239575236e-49
26190 23518654130.763447 35277981196.14517 35277981196.14517 -9.538812220149448e-49 0.0 -9.538812220149448e-49
26200 23518654130.763447 35277981196.14517 35277981196.14517 -9.516987613270085e-49 0.0 -9.516987613270085e-49
26210 23518654130.763447 35277981196.14517 35277981196.14517 -9.495221240809525e-49 0.0 -9.495221240809525e-49
26220 23518654130.763447 35277981196.14517 35277981196.14517 -9.473512925250925e-49 0.0 -9.473512925250925e-49
26230 23518654130.763447 35277981196.14517 35277981196.14517 -9.451862489686046e-49 0.0 -9.451862489686046e-49
26240 23518654130.763447 35277981196.14517 35277981196.14517 -9.430269757812824e-49 0.0 -9.430269757812824e-49
26250 23518654130.763447 35277981196.14517 35277981196.14517 -9.40873455393312e-49 0.0 -9.40873455393312e-49
26260 23518654130.763447 35277981196.14517 35277981196.14517 -9.387256702950435e-49 0.0 -9.387256702950435e-49
26270 23518654130.763447 35277981196.14517 35277981196.14517 -9.365836030367543e-49 0.0 -9.365836030367543e-49
26280 23518654130.763447 35277981196.14517 35277981196.14517 -9.344472362284326e-49 0.0 -9.344472362284326e-49
26290 23518654130.763447 35277981196.14517 35277981196.14517 -9.323165525395396e-49 0.0 -9.323165525395396e-49
26300 23518654130.763447 35277981196.14517 35277981196.14517 -9.301915346987894e-49 0.0 -9.301915346987894e-49
26310 23518654130.763447 35277981196.14517 35277981196.14517 -9.280721654939255e-49 0.0 -9.280721654939255e-49
26320 23518654130.763447 35277981196.14517 35277981196.14517 -9.259584277714927e-49 0.0 -9.259584277714927e-49
26330 23518654130.763447 35277981196.14517 35277981196.14517 -9.23850304436614e-49 0.0 -9.23850304436614e-49
26340 23518654130.763447 35277981196.14517 35277981196.14517 -9.217477784527716e-49 0.0 -9.217477784527716e-49
26350 23518654130.763447 35277981196.14517 35277981196.14517 -9.196508328415856e-49 0.0 -9.196508328415856e-49
26360 23518654130.763447 35277981196.14517 35277981196.14517 -9.175594506825874e-49 0.0 -9.175594506825874e-49
26370 23518654130.763447 35277981196.14517 35277981196.14517 -9.154736151130088e-49 0.0 -9.154736151130088e-49
26380 23518654130.763447 35277981196.14517 35277981196.14517 -9.133933093275595e-49 0.0 -9.133933093275595e-49
26390 23518654130.763447 35277981196.14517 35277981196.14517 -9.113185165782073e-49 0.0 -9.113185165782073e-49
26400 23518654130.763447 35277981196.14517 35277981196.14517 -9.092492201739643e-49 0.0 -9.092492201739643e-49
26410 23518654130.763447 35277981196.14517 35277981196.14517 -9.071854034806712e-49 0.0 -9.071854034806712e-49
26420 23518654130.763447 35277981196.14517 35277981196.14517 -9.05127049920783e-49 0.0 -9.05127049920783e-49
26430 23518654130.763447 35277981196.14517 35277981196.14517 -9.030741429731503e-49 0.0 -9.030741429731503e-49
26440 23518654130.763447 35277981196.14517 35277981196.14517 -9.010266661728128e-49 0.0 -9.010266661728128e-49
26450 23518654130.763447 35277981196.14517 35277981196.14517 -8.989846031107795e-49 0.0 -8.989846031107795e-49
